11.9917,57.71909
11.99126,57.71896
11.99078,57.71884
11.99007,57.71868
11.98957,57.71858
11.98878,57.71842
11.98855,57.71837
11.98789,57.71822
11.98744,57.7181
11.98642,57.71787
11.9856,57.71768
11.98483,57.71747
11.98455,57.71739
11.98411,57.71724
11.9822,57.71658
11.98163,57.71638
11.9812,57.71627
11.97961,57.71568
11.97893,57.71543
11.97804,57.71508
11.97796,57.71505
11.9776,57.71488
11.97716,57.71469
11.97656,57.71446
11.97617,57.71433
11.97567,57.71415
11.97529,57.71399
11.97223,57.71287
11.97154,57.71262
11.97067,57.71233
11.96997,57.71207
11.96906,57.71174
11.96883,57.71166
11.96732,57.71108
11.96678,57.71092
11.96544,57.7105
11.96522,57.71041
11.965,57.71031
11.96481,57.7102
11.96464,57.71009
11.96441,57.70991
11.9643,57.70981
11.96418,57.70966
11.96349,57.70861
11.96229,57.70601
11.962,57.70556
11.96166,57.70517
11.96091,57.70447
11.9607,57.70426
11.96046,57.70407
11.96029,57.70396
11.95971,57.70367
11.95894,57.70329
11.95856,57.70312
11.95825,57.70296
11.95773,57.70279
11.95694,57.70255
11.95613,57.70233
11.95522,57.7021
11.95429,57.70188
11.95186,57.70153
11.9503,57.70137
11.95006,57.70134
11.94927,57.70126
11.9482,57.70113
11.94722,57.70102
11.94685,57.701
11.9458,57.70087
11.94495,57.70077
11.94279,57.70056
11.94153,57.70044
11.94054,57.7004
11.93942,57.70037
11.93879,57.70035
11.93841,57.70033
11.93834,57.70032
11.93825,57.70032
11.93791,57.70028
11.93738,57.70021
11.93684,57.70015
11.93648,57.70011
11.93616,57.70008
11.93589,57.70006
11.93586,57.70006
11.93582,57.70005
11.93369,57.69993
11.93325,57.69989
11.93284,57.69984
11.9325,57.69979
11.93219,57.69973
11.93186,57.69965
11.9315,57.69955
11.93101,57.69938
11.93059,57.69922
11.9295,57.69874
11.92822,57.69822
11.92666,57.69767
11.92614,57.69751
11.92572,57.6974
11.92458,57.6971
11.92349,57.69686
11.92266,57.69672
11.9222,57.69662
11.92154,57.69642
11.92118,57.69628
11.92109,57.69624
11.92044,57.69598
11.91991,57.69575
11.91947,57.69555
11.91925,57.69543
11.91899,57.69528
11.9187,57.6951
11.91782,57.69452
11.91705,57.694
11.91671,57.69376
11.91584,57.69318
11.91581,57.69316
11.91576,57.69313
11.91394,57.6919
11.91346,57.6916
11.91281,57.69116
11.91147,57.69034
11.91079,57.6899
11.91072,57.68985
11.91068,57.68983
11.90988,57.68933
11.90937,57.68901
11.90935,57.689
11.90914,57.68887
11.90898,57.68868
11.90858,57.68839
11.90799,57.68794
11.90766,57.68768
11.90728,57.68737
11.90629,57.68655
11.90596,57.68626
11.90578,57.68611
11.90559,57.68594
11.90517,57.6856
11.90454,57.68493
11.90449,57.68486
11.90443,57.68478
11.90438,57.68467
11.90434,57.68459
11.90431,57.6845
11.90428,57.68438
11.90426,57.68425
11.90426,57.68412
11.90428,57.68383
11.90431,57.68359
11.90434,57.68334
11.90445,57.68275
11.90448,57.68241
11.90447,57.6822
11.90443,57.68198
11.90439,57.68184
11.90421,57.68156
11.90408,57.68148
11.90386,57.68121
11.90368,57.68107
11.9035,57.68094
11.903,57.68068
11.90249,57.68045
11.9001,57.67967
11.89999,57.67964
11.89994,57.67962
11.89896,57.67929
11.89861,57.67913
11.89793,57.67881
11.89768,57.67865
11.89766,57.67863
11.8973,57.6784
11.89674,57.678
11.8966,57.67787
11.89658,57.67785
11.89626,57.67754
11.89602,57.67725
11.89581,57.67693
11.89565,57.67662
11.89557,57.67642
11.89557,57.6764
11.89542,57.676
11.89514,57.67508
11.89495,57.67453
11.89477,57.67412
11.89446,57.67366
11.89034,57.66927
11.89025,57.66917
11.88994,57.66877
11.88981,57.66859
11.88974,57.66847
11.88973,57.66845
11.88966,57.66824
11.88951,57.66788
11.88941,57.66766
11.88934,57.66741
11.8893,57.66716
11.88928,57.66676
11.88934,57.6662
11.88941,57.66592
11.88954,57.66557
11.88982,57.66489
11.89072,57.66308
11.8916,57.66173
11.89224,57.66093
